item_id	genre	text_id	sentence_n	target_word	part_of_speech	novelty_score	type	text	intention_1	intention_2	intention_3	comments
AJF0700216014	NEWS	ajf-fragment07	216	cauldron	NN1	0.559	indirect	LA MAMA ETC — for ‘ Experimental Theatre Company ’ — is a tiny <b>cauldron</b> of a theatre on the Lower East Side , the creation of the extraordinary Ellen Stewart .	Artistic metaphor			
AJF0700226002	NEWS	ajf-fragment07	226	crusade	NN1	0.303	indirect	IN THE <b>crusade</b> to make everyone guilty about everything , there is a new technique : tetranalysis , the study of colour , sound , motion and form in movies .	Humour	Persuasiveness		
AJF0700231011	NEWS	ajf-fragment07	231	grey	AJ0	0.235	indirect	Political correctness , just as we suspected , will be perfectly <b>grey</b> .	Social interaction			colour connotation
AL00600191028	NEWS	al0-fragment06	191	hangover	NN1	0.312	indirect	It is devoted instead to the worship of the charitable Rytasha , who is not content simply to hand over the cash but insists , in an unfortunate <b>hangover</b> from her Hare Krishna days , on posturing as ‘ a spiritual master ’ .	Persuasiveness	Humour		
AL21600178004	NEWS	al2-fragment16	178	prospect	NN2	0.529	indirect	It is not that <b>prospects</b> for earnings are 10 p.c. better that they were in the middle of last week , but it is possible to argue that prospects are that much better than they would have been under a Labour government and that the market was discounting such a result .	Lexicalized metaphor			technical language
AL21600186023	NEWS	al2-fragment16	186	bullish	AJ0	0.548	indirect	The change in employment may not always be so favourable as yesterday 's either , but the market is now starting to feel <b>bullish</b> and looking for a FT-SE of 3,000 by next year .	Explanation			
AL22300256009	NEWS	al2-fragment23	256	pain	NN1	0.364	indirect	There is going to be a great deal of <b>pain</b> in the market place now . ’	Heuristic reasoning	Argumentative metaphor		
AL50300017012	NEWS	al5-fragment03	17	ambitious	AJ0	0.382	indirect	THE NEW Health Secretary , Mrs Virginia Bottomley , set herself an <b>ambitious</b> target yesterday — to ‘ take the politics ’ out of the National Health Service .	Lexicalized metaphor			
AL50300026013	NEWS	al5-fragment03	26	optimistic	AJ0	0.559	indirect	‘ I want to see a health service at ease with itself — <b>optimistic</b> and confident about its essential work .	Heuristic reasoning			 think of social institutions as human beings…
AL50300029006	NEWS	al5-fragment03	29	fossilise	NN2	0.455	indirect	An organisation that does n't change <b>fossilises</b> .	Argumentative metaphor	Persuasiveness		
AL50300039023	NEWS	al5-fragment03	39	conduct	VVN	0.303	indirect	Mrs Bottomley 's first big test as Health Secretary will come this summer with the annual public spending round , which will be <b>conducted</b> against a background of concern over high Government borrowing and pressure from the Tory Right for public spending cuts .	Lexicalized metaphor			
ALP0100070021	ACPROSE	alp-fragment01	70	spell	VVN	0.303	indirect	This is plainly evident from the section of the contract signed by each participant where what is expected of them is <b>spelt</b> out :	Lexicalized metaphor			
ALP0100094003	ACPROSE	alp-fragment01	94	illustration	NN1	0.25	indirect	Probably the best <b>illustration</b> of the assisting method in action during the course comes in the fifth session when Somerset practitioners take the logic of working with the problem in the community to its ultimate conclusion .	Lexicalized metaphor			
AMM0201593000	ACPROSE	amm-fragment02	1593	bring	VVG	0.235	indirect	<b>BRINGING</b> FOSSILS BACK TO LIFE	Lexicalized metaphor			
AMM0201594019	ACPROSE	amm-fragment02	1594	reanimate	VVG	0.636	indirect	In this chapter some of the ways in which palaeontologists determine the way fossil animals lived are described , <b>reanimating</b> the dead fragments to build up a living creature .	Lexicalized metaphor			technical language
AMM0201602008	ACPROSE	amm-fragment02	1602	intruder	NN2	0.25	indirect	Fortunately it is usually easy to spot such <b>intruders</b> .	Persuasiveness			
AMM0201606020	ACPROSE	amm-fragment02	1606	diagnose	VVZ	0.235	indirect	The character of the rocks , and their setting in the past geography at the time when they accumulated , <b>diagnoses</b> the climatic setting in which the extinct fauna lived , and climate imposes certain restraints on possible modes of life .	Lexicalized metaphor			
AMM0201617017	ACPROSE	amm-fragment02	1617	piece		0.217	direct	The second method tries to analyse the structure of the fossil almost as if it were a <b>piece of engineering</b> .	Heuristic reasoning			
AMM0201620001	ACPROSE	amm-fragment02	1620	assume	VVZ	0.265	indirect	This <b>assumes</b> that nature only manufactures efficient designs .	Lexicalized metaphor			
AMM0201620005	ACPROSE	amm-fragment02	1620	manufacture	VVZ	0.375	indirect	This assumes that nature only <b>manufactures</b> efficient designs .	Argumentative metaphor	Heuristic reasoning		seems part of an argument, otherwise could be heuristic
AMM0201622028	ACPROSE	amm-fragment02	1622	swimmer	NN2	0.455	indirect	Most animals today do seem to have bodies that accord well with the functions they have to carry out to survive : flyers are aerodynamically efficient , active <b>swimmers</b> have suitable streamlining , herbivorous mammals have teeth appropriate for grinding plant food , and so on .	Lexicalized metaphor			
AMM0201632019	ACPROSE	amm-fragment02	1632	occupy	VVB	0.312	indirect	Most trilobites were broadly oval-shaped being rather longer than wide , not greatly convex , and with eyes that <b>occupy</b> perhaps a quarter of the length of the head .	Lexicalized metaphor			
AMM0201644027	ACPROSE	amm-fragment02	1644	suspect	VVI	0.235	indirect	If the animal lived on the sea bottom , it seems unlikely that it would have eye lenses specialized for looking downwards , and we begin to <b>suspect</b> that the animal habitually dwelt above the sea floor .	Lexicalized metaphor			
AMM0201652028	ACPROSE	amm-fragment02	1652	headlamp	NN2	0.294	direct	The analogy is found in such ocean-going amphipods ( a kind of ‘ shrimp ’ ) as Cystosoma , which also has enormously expanded eyes , looking like <b>headlamps</b> , compared with its bottom-dwelling relatives ( see above ) .	Explanation			
AMM0201664020	ACPROSE	amm-fragment02	1664	frozen	AJ0	0.571	indirect	The outline of the soft parts are also clearly displayed , so that the animal has been preserved almost in <b>frozen</b> motion .	Lexicalized metaphor			technical language
AMM0201669000	ACPROSE	amm-fragment02	1669	canal	NN2	0.529	indirect	<b>Canals</b> within the algae stand out as rods in this kind of preservation , which is common in Ordovician rocks .	Lexicalized metaphor			technical language
AMM0201669007	ACPROSE	amm-fragment02	1669	rod	NN2	0.333	direct	Canals within the algae stand out as <b>rods</b> in this kind of preservation , which is common in Ordovician rocks .	Explanation			
AMM0201702016	ACPROSE	amm-fragment02	1702	serve	VVB	0.323	indirect	The little circlets of flat ‘ leaves ’ born at regular intervals on the jointed stems <b>serve</b> to distinguish this plant from others in the Carboniferous coal-shales. 8 cm long .	Lexicalized metaphor			
AMM0201715010	ACPROSE	amm-fragment02	1715	minaret		0.309	direct	Poplar leaves have an elegant outline resembling that of an <b>arab minaret</b> .	Explanation	Visualization		
AMM0201728003	ACPROSE	amm-fragment02	1728	veining	NN1	0.353	indirect	Simple , distinct <b>veining</b> can also be seen .	Visualization	Lexicalized metaphor		could be lexicalized (technical language)
AMM0201743028	ACPROSE	amm-fragment02	1743	construct	VVN	0.618	indirect	So in this case the different sources of evidence all point in the same direction , whether derived from a detailed consideration of the way the trilobite is <b>constructed</b> , or by analogy with living animals with similar adaptations , or from the evidence of the rocks or the distribution of the fossils .	Lexicalized metaphor			technical language
AMM0201760006	ACPROSE	amm-fragment02	1760	pillar-like	AJ0	0.353	direct	The sauropods have relatively long , <b>pillar-</b>like legs , resembling those of the elephant , the largest living land animal , and may have been well adapted for supporting the huge bulk of the animal .	Visualization	Explanation		NOT FOUND in OV
AMM0201770009	ACPROSE	amm-fragment02	1770	arise	VVN	0.382	indirect	In the last few years a powerful controversy has <b>arisen</b> over whether the dinosaurs as a whole were cold-blooded , like all living reptiles ( and there is no doubt that dinosaurs were reptiles ) , or warm-blooded , resembling mammals in this respect .	Lexicalized metaphor			
AMM0201777006	ACPROSE	amm-fragment02	1777	structure	NN1	0.333	indirect	Under the microscope even the bone <b>structure</b> of these dinosaurs looks more like that of living mammals than cold-blooded reptiles .	Lexicalized metaphor			technical language
AMM0201780015	ACPROSE	amm-fragment02	1780	armour	NN1	0.429	indirect	The armoured or plated dinosaurs include some species that seem too heavily burdened with protective <b>armour</b> to have been very active , but this does not necessarily mean that they had to be cold-blooded .	Lexicalized metaphor			technical language
AMM0201781018	ACPROSE	amm-fragment02	1781	rhinocerose		0.265	direct	Protagonists of the warm-blooded theory will show some of the horned dinosaurs charging over the Cretaceous plains like <b>furious reptilian rhinoceroses</b> !	Explanation			
AMM0201783001	ACPROSE	amm-fragment02	1783	warm-blooded	AJ0	0.545	indirect	The <b>warm-blooded</b> supporters tend to ally themselves with the supporters of a theory about the relationships of the dinosaurs .	Persuasiveness			
AS60100003019	ACPROSE	as6-fragment01	3	springboard	NN1	0.333	indirect	The essays in this book do not amount to a programme : but they are intended to provide a <b>springboard</b> for one .	Explanation			
AS60100004014	ACPROSE	as6-fragment01	4	cure	VVI	0.265	indirect	The aim is to analyse a problem which economic growth alone has failed to <b>cure</b> — and to consider possible new forms of public action .	Lexicalized metaphor			
AS60100008028	ACPROSE	as6-fragment01	8	conscience	NN1	0.333	indirect	The inner city has been variously regarded as a cause for moral outrage , a threat to public order , or as a stain on the nation 's <b>conscience</b> .	Heuristic reasoning			
AS60100009013	ACPROSE	as6-fragment01	9	perennial	AJ0-NN1	0.667	indirect	Meanwhile bad housing , bad sanitation , lack of education , and other <b>perennial</b> ills associated with overcrowding and poverty have been routinely denounced by political leaders and social reformers .	Persuasiveness			
AS60100020016	ACPROSE	as6-fragment01	20	dramatically	AV0	0.531	indirect	As in the United States , so in Britain it was an outbreak of violence that <b>dramatically</b> brought the plight of the inner cities to public notice .	Persuasiveness			
AS60100029025	ACPROSE	as6-fragment01	29	assemble	VVN	0.257	indirect	The police force face the virtually impossible task of keeping the lid on the explosive mixture of ingredients that the dynamics of British society have <b>assembled</b> in the inner city .	Heuristic reasoning			
AS60100042010	ACPROSE	as6-fragment01	42	dimension	NN1	0.452	indirect	Recently , of course , there has been an added <b>dimension</b> — part media-and-politician inflated , part real : drugs .	Explanation			
AS60100045004	ACPROSE	as6-fragment01	45	chase	VVG	0.387	indirect	Smoking heroin ( ‘ <b>chasing</b> the dragon ’ ) was one feature of the upsurge .	Social interaction			
AS60100049037	ACPROSE	as6-fragment01	49	consciousness	NN1	0.559	indirect	It is a symptom of public anxiety about urban squalor — and , less creditably , of class and racial prejudice — that ‘ drugs ’ and ‘ inner cities ’ are automatically linked in the popular <b>consciousness</b> ( MacGregor , 1989a ) .	Heuristic reasoning			
